0.0000e+00	-4.1990e-04	1.0782e-03	1.1792e-03	-4.1789e-04	-1.5461e-03	1.0716e-03	-2.4408e-03	3.0633e-03	7.6648e-04	-1.1014e-03	1.0654e-04	-1.9774e-03	-1.3385e-03	8.1139e-04	-1.4938e-05	-2.3268e-03	9.2534e-04	9.5117e-04	-3.2712e-04	-1.9447e-04	-4.8164e-04	1.2414e-03	-1.5843e-04	3.5196e-03	
-4.1990e-04	0.0000e+00	-2.4959e-04	-4.8973e-04	2.6903e-04	-1.3028e-03	8.3530e-04	2.8600e-03	-1.4267e-03	2.1907e-04	1.1109e-03	-2.1921e-03	2.1726e-03	-1.4454e-03	-2.9544e-04	4.1814e-04	-5.0693e-04	8.8714e-04	-3.8721e-04	-6.6714e-06	-1.1033e-03	1.6473e-03	-3.6492e-03	8.6764e-04	-1.2601e-03	
1.0782e-03	-2.4959e-04	0.0000e+00	-1.7415e-03	-1.9349e-03	-7.5546e-04	1.2019e-03	-7.3842e-04	6.0718e-04	9.0266e-04	-2.4380e-03	1.0655e-03	3.2950e-03	-4.4107e-04	7.9216e-04	-1.0553e-03	1.4686e-03	2.3258e-04	3.8091e-03	-1.2868e-04	9.9703e-04	2.4590e-03	-1.1521e-03	-3.6761e-03	2.8106e-04	
1.1792e-03	-4.8973e-04	-1.7415e-03	0.0000e+00	1.2218e-03	-5.8735e-04	-1.7065e-03	1.9340e-03	3.2698e-04	1.1870e-03	2.1543e-04	-1.5614e-03	-1.7129e-03	-2.9741e-03	-1.3410e-04	2.6494e-03	6.6217e-04	-3.0322e-04	-2.3842e-03	-9.2382e-04	1.0823e-04	8.9097e-05	1.5414e-03	-7.8164e-04	1.1090e-03	
-4.1789e-04	2.6903e-04	-1.9349e-03	1.2218e-03	0.0000e+00	1.5232e-04	1.1924e-04	2.1147e-03	-7.1689e-04	-2.4275e-04	-2.2645e-03	-3.4389e-04	1.2311e-03	1.3816e-03	2.0108e-03	1.7276e-03	1.2820e-03	1.3449e-03	7.3771e-04	-1.0586e-03	8.7209e-04	1.7553e-03	-2.4984e-04	6.2974e-04	2.5434e-03	
-1.5461e-03	-1.3028e-03	-7.5546e-04	-5.8735e-04	1.5232e-04	0.0000e+00	-8.2359e-04	-1.7718e-03	-6.5119e-05	2.2243e-03	-2.0332e-03	-6.6257e-05	-2.6758e-03	-9.9686e-04	1.5221e-03	3.7700e-03	-1.3004e-03	-1.5277e-03	-7.6398e-04	-3.7126e-04	-1.4838e-03	-7.6568e-04	-2.1069e-04	-4.6559e-05	7.2627e-04	
1.0716e-03	8.3530e-04	1.2019e-03	-1.7065e-03	1.1924e-04	-8.2359e-04	0.0000e+00	-1.3380e-03	-1.2389e-03	-1.5632e-03	2.1654e-05	-8.5772e-04	1.2601e-03	-1.2457e-03	8.6704e-04	9.0851e-04	-2.0029e-04	-1.2095e-03	1.0617e-03	-6.3891e-04	2.2636e-03	9.7314e-04	5.2055e-04	-1.6957e-03	-1.3376e-03	
-2.4408e-03	2.8600e-03	-7.3842e-04	1.9340e-03	2.1147e-03	-1.7718e-03	-1.3380e-03	0.0000e+00	1.3180e-03	1.6071e-03	-1.5937e-03	-7.0784e-04	-1.6112e-03	1.6797e-03	5.2837e-04	-8.1772e-04	1.1674e-03	-1.5557e-03	9.5865e-05	-3.4475e-04	-2.5461e-03	5.5821e-03	4.0348e-03	8.6459e-04	1.3710e-03	
3.0633e-03	-1.4267e-03	6.0718e-04	3.2698e-04	-7.1689e-04	-6.5119e-05	-1.2389e-03	1.3180e-03	0.0000e+00	-6.5955e-04	2.5666e-03	-1.4515e-03	1.0860e-04	1.4951e-03	-6.8644e-05	-2.0622e-03	5.8372e-04	-9.7670e-04	-3.5819e-04	4.9104e-04	1.5639e-04	1.9415e-03	1.1439e-04	1.0831e-03	2.3040e-03	
7.6648e-04	2.1907e-04	9.0266e-04	1.1870e-03	-2.4275e-04	2.2243e-03	-1.5632e-03	1.6071e-03	-6.5955e-04	0.0000e+00	-1.9778e-03	1.4551e-03	-1.1051e-03	-2.2901e-03	2.2550e-03	9.7093e-04	1.9136e-03	-4.6102e-04	1.9022e-03	-2.0978e-03	3.7294e-04	-6.1246e-05	2.2516e-03	-1.7940e-03	-5.7791e-03	
-1.1014e-03	1.1109e-03	-2.4380e-03	2.1543e-04	-2.2645e-03	-2.0332e-03	2.1654e-05	-1.5937e-03	2.5666e-03	-1.9778e-03	0.0000e+00	3.5433e-04	4.9732e-05	8.2093e-04	-2.1347e-03	2.8355e-04	-1.6506e-03	-2.2011e-04	1.4609e-03	-2.0522e-03	-2.7674e-03	-9.1460e-04	-7.1478e-04	1.0941e-04	2.6417e-03	
1.0654e-04	-2.1921e-03	1.0655e-03	-1.5614e-03	-3.4389e-04	-6.6257e-05	-8.5772e-04	-7.0784e-04	-1.4515e-03	1.4551e-03	3.5433e-04	0.0000e+00	4.9212e-04	3.8623e-03	-2.4001e-04	-1.7808e-03	1.1978e-03	-4.2415e-04	-1.3451e-03	2.5905e-04	5.0711e-04	-3.9878e-03	-1.5587e-03	4.8165e-04	-5.1159e-04	
-1.9774e-03	2.1726e-03	3.2950e-03	-1.7129e-03	1.2311e-03	-2.6758e-03	1.2601e-03	-1.6112e-03	1.0860e-04	-1.1051e-03	4.9732e-05	4.9212e-04	0.0000e+00	6.0006e-05	2.3057e-03	1.4260e-03	-1.9991e-04	-1.9820e-03	-1.9382e-03	-6.8793e-04	-1.5731e-03	1.1105e-03	8.0615e-04	2.0483e-04	-2.0017e-03	
-1.3385e-03	-1.4454e-03	-4.4107e-04	-2.9741e-03	1.3816e-03	-9.9686e-04	-1.2457e-03	1.6797e-03	1.4951e-03	-2.2901e-03	8.2093e-04	3.8623e-03	6.0006e-05	0.0000e+00	-8.2635e-05	-3.1191e-04	6.0145e-04	-2.8804e-03	-9.7086e-04	5.1613e-04	-2.6544e-03	1.3005e-03	1.7687e-03	-2.3761e-03	-1.4168e-03	
8.1139e-04	-2.9544e-04	7.9216e-04	-1.3410e-04	2.0108e-03	1.5221e-03	8.6704e-04	5.2837e-04	-6.8644e-05	2.2550e-03	-2.1347e-03	-2.4001e-04	2.3057e-03	-8.2635e-05	0.0000e+00	1.2853e-03	1.5368e-03	-2.2375e-03	-1.5945e-03	3.9958e-04	-1.5722e-03	-3.3508e-04	2.2136e-03	7.3789e-04	-2.1295e-03	
-1.4938e-05	4.1814e-04	-1.0553e-03	2.6494e-03	1.7276e-03	3.7700e-03	9.0851e-04	-8.1772e-04	-2.0622e-03	9.7093e-04	2.8355e-04	-1.7808e-03	1.4260e-03	-3.1191e-04	1.2853e-03	0.0000e+00	-6.5309e-04	-1.2190e-03	-4.9705e-05	1.5660e-03	1.1827e-03	1.6879e-03	3.5738e-03	6.3435e-04	-1.1452e-03	
-2.3268e-03	-5.0693e-04	1.4686e-03	6.6217e-04	1.2820e-03	-1.3004e-03	-2.0029e-04	1.1674e-03	5.8372e-04	1.9136e-03	-1.6506e-03	1.1978e-03	-1.9991e-04	6.0145e-04	1.5368e-03	-6.5309e-04	0.0000e+00	-9.1539e-04	9.5276e-04	-1.0976e-03	-1.3744e-03	-5.0572e-04	-1.6060e-03	-1.5075e-03	1.6655e-03	
